age	workclass	fnlwgt	education	education-num	marital-status	occupation	relationship	race	sex	capital-gain	capital-loss	hours-per-week	native-country	y
34.000	Self-emp-not-inc	108247.000	Prof-school	15.000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000	0.000	55.000	United-States	>50K
28.000	Private	76129.000	HS-grad	9.000	Never-married	Machine-op-inspct	Unmarried	White	Female	0.000	0.000	40.000	Guatemala	<=50K
37.000	Private	91711.000	Bachelors	13.000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000	0.000	60.000	United-States	>50K
61.000	?	166855.000	Bachelors	13.000	Married-civ-spouse	?	Husband	White	Male	0.000	0.000	10.000	United-States	<=50K
59.000	Private	182062.000	Bachelors	13.000	Married-civ-spouse	Prof-specialty	Husband	White	Male	5013.000	0.000	40.000	United-States	<=50K
32.000	Private	252752.000	Masters	14.000	Never-married	Exec-managerial	Not-in-family	White	Female	13550.000	0.000	60.000	United-States	>50K
31.000	Private	43953.000	Bachelors	13.000	Married-civ-spouse	Prof-specialty	Wife	White	Female	0.000	0.000	35.000	United-States	<=50K
25.000	Local-gov	84224.000	Bachelors	13.000	Never-married	Prof-specialty	Not-in-family	White	Female	0.000	0.000	40.000	United-States	<=50K
81.000	Private	100675.000	1st-4th	2.000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000	0.000	15.000	Poland	<=50K
47.000	Private	155509.000	HS-grad	9.000	Separated	Other-service	Other-relative	Black	Female	0.000	0.000	35.000	United-States	<=50K
39.000	Private	29814.000	HS-grad	9.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
37.000	Private	241805.000	Some-college	10.000	Married-civ-spouse	Other-service	Husband	Black	Male	0.000	0.000	30.000	United-States	<=50K
44.000	Private	214838.000	HS-grad	9.000	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0.000	0.000	45.000	United-States	>50K
37.000	Private	240810.000	Assoc-acdm	12.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	45.000	United-States	<=50K
41.000	Private	154076.000	Some-college	10.000	Married-civ-spouse	Adm-clerical	Husband	White	Male	0.000	0.000	50.000	United-States	>50K
27.000	?	175552.000	5th-6th	3.000	Married-civ-spouse	?	Wife	White	Female	0.000	0.000	40.000	Mexico	<=50K
55.000	Private	170287.000	Some-college	10.000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000	0.000	40.000	Poland	>50K
60.000	Private	145995.000	Bachelors	13.000	Married-civ-spouse	Sales	Husband	White	Male	0.000	0.000	40.000	United-States	>50K
22.000	Private	433669.000	Assoc-acdm	12.000	Never-married	Handlers-cleaners	Not-in-family	White	Male	0.000	0.000	36.000	?	<=50K
23.000	Private	233626.000	Bachelors	13.000	Never-married	Sales	Not-in-family	White	Male	0.000	0.000	25.000	United-States	<=50K
19.000	Private	607799.000	HS-grad	9.000	Never-married	Machine-op-inspct	Not-in-family	White	Female	0.000	0.000	60.000	United-States	<=50K
45.000	Private	88500.000	Some-college	10.000	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0.000	0.000	44.000	United-States	>50K
36.000	Private	127809.000	HS-grad	9.000	Separated	Other-service	Unmarried	Black	Female	0.000	0.000	30.000	United-States	<=50K
46.000	Private	243743.000	Bachelors	13.000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000	0.000	40.000	United-States	>50K
48.000	Private	177211.000	11th	7.000	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
39.000	Self-emp-not-inc	231180.000	HS-grad	9.000	Married-civ-spouse	Other-service	Husband	White	Male	0.000	0.000	50.000	United-States	<=50K
29.000	Private	253856.000	Bachelors	13.000	Married-civ-spouse	Transport-moving	Husband	White	Male	0.000	0.000	20.000	United-States	<=50K
39.000	Private	177075.000	HS-grad	9.000	Divorced	Adm-clerical	Not-in-family	White	Female	0.000	0.000	40.000	United-States	<=50K
26.000	Private	152855.000	HS-grad	9.000	Never-married	Exec-managerial	Own-child	Other	Female	0.000	0.000	40.000	Mexico	<=50K
37.000	Private	191137.000	Assoc-acdm	12.000	Divorced	Prof-specialty	Unmarried	White	Male	0.000	0.000	25.000	United-States	<=50K
49.000	Private	255559.000	Some-college	10.000	Married-civ-spouse	Adm-clerical	Wife	White	Female	0.000	0.000	40.000	United-States	>50K
27.000	Private	169815.000	Bachelors	13.000	Never-married	Sales	Own-child	White	Male	0.000	0.000	40.000	United-States	<=50K
28.000	Private	221215.000	10th	6.000	Never-married	Handlers-cleaners	Other-relative	White	Male	0.000	0.000	40.000	Mexico	<=50K
35.000	Private	270059.000	Some-college	10.000	Divorced	Sales	Unmarried	White	Female	0.000	0.000	30.000	United-States	<=50K
54.000	?	31588.000	HS-grad	9.000	Married-civ-spouse	?	Husband	White	Male	2635.000	0.000	40.000	United-States	<=50K
17.000	Private	345403.000	10th	6.000	Never-married	Other-service	Own-child	White	Male	0.000	0.000	40.000	United-States	<=50K
18.000	Private	194897.000	HS-grad	9.000	Never-married	Handlers-cleaners	Own-child	Amer-Indian-Eskimo	Male	0.000	0.000	40.000	United-States	<=50K
33.000	Private	388741.000	Some-college	10.000	Never-married	Adm-clerical	Unmarried	Other	Female	0.000	0.000	38.000	United-States	<=50K
33.000	Private	355856.000	Assoc-acdm	12.000	Married-civ-spouse	Sales	Husband	Asian-Pac-Islander	Male	0.000	0.000	60.000	United-States	<=50K
51.000	Private	122109.000	Some-college	10.000	Married-civ-spouse	Adm-clerical	Wife	White	Female	0.000	0.000	35.000	United-States	<=50K
49.000	Private	75673.000	HS-grad	9.000	Never-married	Adm-clerical	Own-child	Asian-Pac-Islander	Female	0.000	0.000	40.000	United-States	<=50K
49.000	Self-emp-inc	141058.000	Some-college	10.000	Divorced	Exec-managerial	Not-in-family	White	Male	0.000	2339.000	50.000	United-States	<=50K
41.000	Private	47902.000	Some-college	10.000	Married-civ-spouse	Sales	Husband	White	Male	0.000	0.000	35.000	United-States	>50K
64.000	Private	221343.000	1st-4th	2.000	Divorced	Priv-house-serv	Not-in-family	White	Female	0.000	0.000	12.000	United-States	<=50K
40.000	Private	255675.000	Some-college	10.000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000	0.000	40.000	United-States	>50K
49.000	Federal-gov	203505.000	HS-grad	9.000	Widowed	Adm-clerical	Not-in-family	White	Female	0.000	0.000	40.000	United-States	<=50K
23.000	Private	125106.000	Bachelors	13.000	Never-married	Prof-specialty	Own-child	White	Female	0.000	0.000	40.000	United-States	<=50K
34.000	Private	139890.000	Some-college	10.000	Divorced	Adm-clerical	Unmarried	White	Female	0.000	0.000	40.000	United-States	<=50K
38.000	Private	76878.000	11th	7.000	Married-civ-spouse	Craft-repair	Husband	White	Male	5178.000	0.000	40.000	United-States	>50K
47.000	Self-emp-not-inc	28035.000	Some-college	10.000	Married-civ-spouse	Farming-fishing	Husband	White	Male	0.000	0.000	86.000	United-States	<=50K
30.000	Private	43953.000	HS-grad	9.000	Never-married	Adm-clerical	Other-relative	White	Female	0.000	1974.000	40.000	United-States	<=50K
36.000	Private	163237.000	Assoc-acdm	12.000	Married-civ-spouse	Adm-clerical	Husband	White	Male	0.000	0.000	40.000	United-States	>50K
23.000	Local-gov	55890.000	Bachelors	13.000	Never-married	Prof-specialty	Not-in-family	White	Female	0.000	0.000	40.000	United-States	<=50K
47.000	Self-emp-not-inc	255934.000	Some-college	10.000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000	0.000	80.000	United-States	<=50K
61.000	Private	168654.000	HS-grad	9.000	Divorced	Adm-clerical	Not-in-family	White	Female	0.000	0.000	40.000	Canada	<=50K
47.000	Self-emp-not-inc	39986.000	Bachelors	13.000	Married-civ-spouse	Sales	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
56.000	Private	208451.000	Bachelors	13.000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000	0.000	40.000	United-States	>50K
20.000	Private	206681.000	12th	8.000	Never-married	Sales	Not-in-family	White	Female	0.000	0.000	55.000	United-States	<=50K
33.000	Private	117779.000	HS-grad	9.000	Married-civ-spouse	Machine-op-inspct	Wife	White	Female	0.000	0.000	46.000	United-States	>50K
36.000	Self-emp-not-inc	129150.000	HS-grad	9.000	Married-civ-spouse	Farming-fishing	Husband	White	Male	0.000	0.000	50.000	United-States	>50K
38.000	?	177273.000	HS-grad	9.000	Married-civ-spouse	?	Wife	White	Female	0.000	0.000	35.000	United-States	<=50K
34.000	Local-gov	226443.000	Some-college	10.000	Married-civ-spouse	Protective-serv	Husband	White	Male	0.000	0.000	40.000	United-States	>50K
56.000	Private	146326.000	HS-grad	9.000	Married-civ-spouse	Transport-moving	Husband	White	Male	0.000	0.000	50.000	United-States	<=50K
32.000	Private	187901.000	Assoc-voc	11.000	Never-married	Exec-managerial	Not-in-family	White	Female	0.000	0.000	23.000	United-States	<=50K
26.000	Private	97153.000	Assoc-acdm	12.000	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	5178.000	0.000	40.000	United-States	>50K
49.000	Private	188694.000	Bachelors	13.000	Never-married	Exec-managerial	Not-in-family	White	Male	0.000	0.000	40.000	United-States	>50K
71.000	Private	187493.000	HS-grad	9.000	Married-civ-spouse	Protective-serv	Husband	White	Male	0.000	0.000	40.000	United-States	>50K
19.000	Private	212468.000	Some-college	10.000	Never-married	Other-service	Own-child	White	Female	0.000	0.000	15.000	United-States	<=50K
20.000	Private	84726.000	Some-college	10.000	Never-married	Tech-support	Not-in-family	White	Female	0.000	0.000	40.000	United-States	<=50K
42.000	Private	137907.000	HS-grad	9.000	Divorced	Adm-clerical	Unmarried	White	Female	0.000	0.000	35.000	United-States	<=50K
51.000	Private	34361.000	Some-college	10.000	Married-civ-spouse	Exec-managerial	Wife	White	Female	0.000	0.000	20.000	United-States	>50K
38.000	Private	254114.000	Some-college	10.000	Married-spouse-absent	Prof-specialty	Own-child	Black	Female	0.000	0.000	40.000	United-States	<=50K
38.000	Private	170174.000	10th	6.000	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0.000	0.000	40.000	United-States	>50K
35.000	Self-emp-not-inc	190895.000	Bachelors	13.000	Divorced	Exec-managerial	Not-in-family	White	Male	0.000	0.000	25.000	United-States	<=50K
24.000	Local-gov	317443.000	Bachelors	13.000	Married-civ-spouse	Prof-specialty	Wife	Black	Female	0.000	0.000	40.000	United-States	<=50K
40.000	Private	375603.000	HS-grad	9.000	Divorced	Adm-clerical	Unmarried	Black	Male	0.000	0.000	40.000	United-States	<=50K
21.000	Private	203076.000	HS-grad	9.000	Never-married	Handlers-cleaners	Own-child	White	Male	0.000	0.000	35.000	United-States	<=50K
49.000	Private	53893.000	HS-grad	9.000	Divorced	Transport-moving	Not-in-family	White	Male	0.000	0.000	40.000	United-States	<=50K
18.000	?	171748.000	Some-college	10.000	Never-married	?	Own-child	Black	Female	0.000	0.000	24.000	United-States	<=50K
54.000	Private	167770.000	HS-grad	9.000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000	1902.000	55.000	United-States	>50K
52.000	Private	204584.000	Bachelors	13.000	Married-spouse-absent	Exec-managerial	Not-in-family	White	Female	0.000	0.000	42.000	United-States	<=50K
27.000	Private	660870.000	Bachelors	13.000	Never-married	Prof-specialty	Not-in-family	White	Female	0.000	0.000	60.000	United-States	<=50K
20.000	Private	105686.000	HS-grad	9.000	Never-married	Machine-op-inspct	Not-in-family	White	Male	0.000	0.000	40.000	United-States	<=50K
38.000	?	70282.000	Masters	14.000	Married-civ-spouse	?	Wife	Black	Female	15024.000	0.000	2.000	United-States	>50K
31.000	Private	148607.000	Some-college	10.000	Divorced	Machine-op-inspct	Not-in-family	White	Male	0.000	0.000	40.000	United-States	<=50K
25.000	Private	255849.000	HS-grad	9.000	Never-married	Adm-clerical	Own-child	White	Female	0.000	0.000	40.000	United-States	<=50K
19.000	Federal-gov	255921.000	Some-college	10.000	Never-married	Handlers-cleaners	Own-child	White	Male	0.000	0.000	20.000	England	<=50K
33.000	Private	113326.000	Some-college	10.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	50.000	United-States	<=50K
23.000	Private	440456.000	Bachelors	13.000	Never-married	Other-service	Not-in-family	White	Male	0.000	0.000	40.000	United-States	<=50K
34.000	Private	105493.000	Masters	14.000	Divorced	Prof-specialty	Unmarried	White	Female	0.000	0.000	40.000	United-States	<=50K
42.000	Private	259757.000	Bachelors	13.000	Divorced	Prof-specialty	Unmarried	White	Male	0.000	653.000	50.000	United-States	>50K
37.000	Local-gov	89491.000	Masters	14.000	Divorced	Exec-managerial	Not-in-family	White	Female	0.000	0.000	40.000	United-States	<=50K
25.000	Private	171818.000	Bachelors	13.000	Never-married	Exec-managerial	Own-child	White	Female	0.000	0.000	40.000	United-States	<=50K
40.000	Private	51151.000	Assoc-voc	11.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
33.000	Self-emp-not-inc	188957.000	Bachelors	13.000	Never-married	Sales	Not-in-family	White	Female	0.000	0.000	40.000	United-States	<=50K
31.000	Private	97933.000	Some-college	10.000	Never-married	Adm-clerical	Not-in-family	White	Female	0.000	0.000	40.000	United-States	<=50K
32.000	Self-emp-inc	195447.000	Bachelors	13.000	Married-civ-spouse	Sales	Husband	White	Male	0.000	0.000	45.000	United-States	<=50K
63.000	?	46907.000	Bachelors	13.000	Married-civ-spouse	?	Husband	White	Male	0.000	0.000	8.000	United-States	>50K
54.000	Self-emp-inc	383365.000	Bachelors	13.000	Married-civ-spouse	Sales	Husband	White	Male	0.000	0.000	70.000	United-States	>50K
32.000	Self-emp-not-inc	203408.000	HS-grad	9.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	44.000	United-States	<=50K
29.000	Local-gov	148182.000	HS-grad	9.000	Married-civ-spouse	Transport-moving	Husband	Black	Male	0.000	0.000	40.000	United-States	<=50K
26.000	Local-gov	211497.000	Some-college	10.000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
39.000	Self-emp-not-inc	48063.000	Some-college	10.000	Married-civ-spouse	Farming-fishing	Husband	White	Male	0.000	0.000	60.000	United-States	<=50K
57.000	Private	211804.000	Bachelors	13.000	Married-civ-spouse	Prof-specialty	Husband	White	Male	3103.000	0.000	50.000	United-States	>50K
54.000	Private	185407.000	Some-college	10.000	Married-civ-spouse	Farming-fishing	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
57.000	Private	225927.000	10th	6.000	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
23.000	Federal-gov	314525.000	Bachelors	13.000	Never-married	Prof-specialty	Not-in-family	White	Male	0.000	0.000	40.000	United-States	<=50K
27.000	Self-emp-not-inc	208577.000	Some-college	10.000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000	0.000	45.000	United-States	>50K
42.000	Private	222884.000	Bachelors	13.000	Never-married	Exec-managerial	Not-in-family	White	Male	0.000	0.000	55.000	United-States	>50K
31.000	Private	209538.000	10th	6.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
49.000	Local-gov	177114.000	Masters	14.000	Divorced	Prof-specialty	Not-in-family	White	Female	0.000	0.000	60.000	United-States	<=50K
50.000	Private	173754.000	HS-grad	9.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
46.000	Local-gov	121370.000	HS-grad	9.000	Divorced	Adm-clerical	Unmarried	White	Female	0.000	0.000	30.000	United-States	<=50K
37.000	Private	67125.000	HS-grad	9.000	Divorced	Sales	Not-in-family	White	Male	0.000	0.000	60.000	United-States	<=50K
26.000	Private	67240.000	HS-grad	9.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
27.000	Private	198346.000	Bachelors	13.000	Divorced	Adm-clerical	Not-in-family	White	Female	0.000	0.000	35.000	United-States	<=50K
24.000	Private	141003.000	Some-college	10.000	Never-married	Exec-managerial	Own-child	White	Male	0.000	0.000	25.000	United-States	<=50K
24.000	Self-emp-inc	60668.000	HS-grad	9.000	Never-married	Craft-repair	Own-child	White	Male	0.000	0.000	40.000	United-States	<=50K
29.000	Private	104256.000	HS-grad	9.000	Divorced	Sales	Not-in-family	White	Female	0.000	0.000	34.000	United-States	<=50K
47.000	Private	131002.000	Bachelors	13.000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000	0.000	50.000	United-States	>50K
33.000	Self-emp-not-inc	155151.000	Some-college	10.000	Married-civ-spouse	Sales	Husband	White	Male	0.000	1740.000	50.000	United-States	<=50K
26.000	Private	177720.000	Assoc-acdm	12.000	Divorced	Prof-specialty	Unmarried	White	Female	0.000	0.000	45.000	United-States	<=50K
20.000	Private	39615.000	Some-college	10.000	Never-married	Craft-repair	Own-child	White	Male	0.000	0.000	40.000	United-States	<=50K
25.000	Private	203871.000	Assoc-voc	11.000	Married-civ-spouse	Prof-specialty	Wife	White	Female	0.000	1887.000	40.000	United-States	>50K
57.000	State-gov	25045.000	Bachelors	13.000	Divorced	Adm-clerical	Unmarried	White	Male	2174.000	0.000	37.000	United-States	<=50K
36.000	Private	112264.000	HS-grad	9.000	Married-civ-spouse	Transport-moving	Husband	White	Male	0.000	0.000	50.000	United-States	<=50K
25.000	Private	169100.000	Masters	14.000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
46.000	Private	155659.000	Bachelors	13.000	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0.000	0.000	40.000	Germany	>50K
39.000	Private	291665.000	HS-grad	9.000	Married-civ-spouse	Adm-clerical	Husband	White	Male	4508.000	0.000	24.000	United-States	<=50K
29.000	Private	224215.000	Some-college	10.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	40.000	United-States	>50K
18.000	Private	270502.000	11th	7.000	Never-married	Exec-managerial	Own-child	White	Female	0.000	0.000	20.000	United-States	<=50K
46.000	Private	125487.000	Assoc-voc	11.000	Married-civ-spouse	Tech-support	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
61.000	Private	51385.000	Bachelors	13.000	Married-civ-spouse	Sales	Husband	White	Male	0.000	0.000	50.000	United-States	>50K
41.000	Private	112763.000	HS-grad	9.000	Widowed	Sales	Not-in-family	White	Female	0.000	0.000	40.000	United-States	<=50K
50.000	Private	108926.000	Some-college	10.000	Divorced	Machine-op-inspct	Not-in-family	Black	Female	0.000	0.000	40.000	United-States	<=50K
53.000	Private	366957.000	Bachelors	13.000	Married-civ-spouse	Exec-managerial	Husband	Asian-Pac-Islander	Male	99999.000	0.000	50.000	India	>50K
36.000	Local-gov	109766.000	Bachelors	13.000	Never-married	Protective-serv	Not-in-family	White	Male	0.000	0.000	60.000	United-States	<=50K
38.000	Private	226106.000	Some-college	10.000	Never-married	Adm-clerical	Unmarried	Black	Female	0.000	0.000	40.000	United-States	<=50K
75.000	Self-emp-not-inc	92792.000	HS-grad	9.000	Married-civ-spouse	Sales	Husband	White	Male	0.000	0.000	35.000	United-States	<=50K
26.000	Private	186950.000	Assoc-voc	11.000	Married-civ-spouse	Adm-clerical	Wife	White	Female	0.000	0.000	40.000	United-States	>50K
44.000	Private	230478.000	Bachelors	13.000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000	0.000	40.000	United-States	>50K
25.000	Private	231638.000	HS-grad	9.000	Never-married	Adm-clerical	Own-child	White	Female	0.000	0.000	40.000	United-States	<=50K
31.000	Private	120461.000	Some-college	10.000	Never-married	Sales	Own-child	White	Female	0.000	0.000	40.000	United-States	<=50K
49.000	Private	33673.000	12th	8.000	Never-married	Transport-moving	Not-in-family	Asian-Pac-Islander	Male	0.000	0.000	35.000	United-States	<=50K
34.000	Private	191385.000	HS-grad	9.000	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0.000	0.000	48.000	United-States	<=50K
31.000	Self-emp-not-inc	229946.000	HS-grad	9.000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000	0.000	40.000	Columbia	<=50K
47.000	Self-emp-not-inc	160131.000	Some-college	10.000	Divorced	Craft-repair	Not-in-family	White	Male	0.000	0.000	40.000	United-States	<=50K
38.000	Private	190895.000	Bachelors	13.000	Married-civ-spouse	Exec-managerial	Husband	White	Male	7298.000	0.000	50.000	United-States	>50K
18.000	Private	126021.000	HS-grad	9.000	Never-married	Craft-repair	Own-child	White	Female	0.000	0.000	20.000	United-States	<=50K
47.000	Private	27815.000	9th	5.000	Divorced	Other-service	Not-in-family	White	Female	0.000	1719.000	30.000	United-States	<=50K
42.000	Private	203542.000	HS-grad	9.000	Never-married	Craft-repair	Not-in-family	White	Male	0.000	0.000	40.000	United-States	<=50K
29.000	Private	144592.000	Bachelors	13.000	Never-married	Sales	Own-child	White	Male	0.000	0.000	40.000	United-States	<=50K
38.000	Local-gov	223004.000	Some-college	10.000	Divorced	Protective-serv	Not-in-family	White	Male	0.000	0.000	75.000	United-States	<=50K
22.000	Private	183257.000	Some-college	10.000	Never-married	Sales	Own-child	Black	Female	0.000	0.000	20.000	United-States	<=50K
32.000	Private	172714.000	HS-grad	9.000	Never-married	Craft-repair	Own-child	White	Male	0.000	0.000	40.000	United-States	<=50K
20.000	Private	131611.000	Some-college	10.000	Never-married	Adm-clerical	Own-child	White	Male	0.000	0.000	48.000	United-States	<=50K
41.000	Private	253060.000	Prof-school	15.000	Married-civ-spouse	Sales	Husband	White	Male	0.000	0.000	50.000	United-States	<=50K
46.000	Private	471990.000	HS-grad	9.000	Married-civ-spouse	Transport-moving	Husband	Black	Male	0.000	0.000	46.000	United-States	>50K
44.000	Private	138966.000	HS-grad	9.000	Married-civ-spouse	Adm-clerical	Wife	White	Female	0.000	0.000	38.000	United-States	<=50K
35.000	Private	385412.000	Bachelors	13.000	Never-married	Adm-clerical	Not-in-family	White	Female	0.000	0.000	40.000	United-States	<=50K
18.000	?	184101.000	Some-college	10.000	Never-married	?	Own-child	White	Male	0.000	0.000	25.000	United-States	<=50K
60.000	Private	103344.000	HS-grad	9.000	Married-civ-spouse	Craft-repair	Husband	White	Male	15024.000	0.000	40.000	United-States	>50K
36.000	Local-gov	135786.000	9th	5.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	25.000	United-States	<=50K
30.000	Private	227359.000	Some-college	10.000	Never-married	Craft-repair	Unmarried	White	Male	0.000	0.000	40.000	United-States	<=50K
40.000	State-gov	86912.000	Doctorate	16.000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000	0.000	50.000	United-States	>50K
21.000	Private	83033.000	Some-college	10.000	Never-married	Adm-clerical	Own-child	White	Female	2176.000	0.000	20.000	United-States	<=50K
25.000	Private	172581.000	Bachelors	13.000	Never-married	Prof-specialty	Not-in-family	White	Female	0.000	0.000	40.000	United-States	<=50K
56.000	State-gov	274111.000	Masters	14.000	Divorced	Prof-specialty	Not-in-family	White	Male	0.000	1669.000	40.000	United-States	<=50K
42.000	Private	187795.000	Some-college	10.000	Married-civ-spouse	Exec-managerial	Husband	White	Male	99999.000	0.000	55.000	United-States	>50K
26.000	Private	483822.000	7th-8th	4.000	Never-married	Handlers-cleaners	Unmarried	White	Male	0.000	0.000	40.000	Guatemala	<=50K
66.000	Self-emp-inc	220543.000	HS-grad	9.000	Married-civ-spouse	Adm-clerical	Wife	White	Female	0.000	0.000	40.000	United-States	>50K
48.000	Private	152953.000	7th-8th	4.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	32.000	Dominican-Republic	<=50K
35.000	Private	239755.000	Some-college	10.000	Never-married	Sales	Unmarried	White	Male	0.000	0.000	50.000	United-States	<=50K
41.000	Private	177905.000	Masters	14.000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000	0.000	45.000	United-States	>50K
19.000	Private	200136.000	Some-college	10.000	Never-married	Sales	Own-child	White	Female	0.000	0.000	20.000	United-States	<=50K
55.000	Self-emp-not-inc	111625.000	HS-grad	9.000	Married-civ-spouse	Sales	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
42.000	Self-emp-not-inc	336513.000	Bachelors	13.000	Married-civ-spouse	Craft-repair	Husband	White	Male	15024.000	0.000	60.000	United-States	>50K
45.000	Private	162915.000	Some-college	10.000	Divorced	Transport-moving	Not-in-family	White	Male	0.000	0.000	50.000	United-States	<=50K
29.000	Private	116662.000	Bachelors	13.000	Never-married	Handlers-cleaners	Not-in-family	White	Male	0.000	0.000	40.000	United-States	<=50K
42.000	Self-emp-not-inc	24763.000	Doctorate	16.000	Married-civ-spouse	Prof-specialty	Husband	White	Male	15024.000	0.000	40.000	United-States	>50K
65.000	Private	225580.000	HS-grad	9.000	Divorced	Sales	Not-in-family	White	Female	0.000	0.000	20.000	United-States	<=50K
30.000	Private	169104.000	Assoc-acdm	12.000	Never-married	Other-service	Other-relative	Asian-Pac-Islander	Male	0.000	0.000	40.000	Vietnam	<=50K
43.000	Private	212894.000	Some-college	10.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
61.000	Private	93997.000	7th-8th	4.000	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0.000	0.000	40.000	Italy	<=50K
22.000	Private	189924.000	Some-college	10.000	Never-married	Other-service	Not-in-family	White	Female	0.000	0.000	50.000	United-States	<=50K
23.000	Private	274424.000	11th	7.000	Separated	Other-service	Unmarried	White	Female	0.000	0.000	40.000	United-States	<=50K
34.000	Private	188246.000	HS-grad	9.000	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
51.000	Private	284211.000	HS-grad	9.000	Widowed	Prof-specialty	Unmarried	White	Female	0.000	0.000	35.000	United-States	<=50K
21.000	Private	198259.000	Some-college	10.000	Never-married	Adm-clerical	Own-child	White	Female	0.000	0.000	15.000	United-States	<=50K
31.000	Private	368517.000	Assoc-acdm	12.000	Never-married	Prof-specialty	Not-in-family	Asian-Pac-Islander	Male	0.000	0.000	40.000	United-States	<=50K
34.000	Private	168768.000	Assoc-acdm	12.000	Never-married	Adm-clerical	Not-in-family	White	Female	0.000	0.000	35.000	United-States	<=50K
33.000	Federal-gov	122220.000	Some-college	10.000	Married-civ-spouse	Exec-managerial	Wife	Black	Female	0.000	0.000	40.000	United-States	>50K
32.000	Private	136204.000	Masters	14.000	Separated	Exec-managerial	Not-in-family	White	Male	0.000	2824.000	55.000	United-States	>50K
44.000	Private	175641.000	11th	7.000	Married-civ-spouse	Sales	Husband	White	Male	0.000	0.000	40.000	United-States	>50K
21.000	State-gov	173324.000	Some-college	10.000	Never-married	Other-service	Own-child	Black	Male	0.000	0.000	20.000	United-States	<=50K
75.000	Local-gov	31195.000	HS-grad	9.000	Divorced	Adm-clerical	Not-in-family	White	Female	0.000	0.000	20.000	United-States	<=50K
55.000	Federal-gov	88876.000	Masters	14.000	Married-civ-spouse	Exec-managerial	Husband	Asian-Pac-Islander	Male	0.000	0.000	60.000	United-States	>50K
43.000	Self-emp-not-inc	176069.000	HS-grad	9.000	Married-civ-spouse	Other-service	Wife	White	Female	0.000	0.000	16.000	United-States	<=50K
31.000	Private	215297.000	HS-grad	9.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	45.000	United-States	<=50K
41.000	Private	198425.000	Some-college	10.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	45.000	United-States	<=50K
26.000	Local-gov	180957.000	Masters	14.000	Never-married	Prof-specialty	Not-in-family	White	Male	0.000	0.000	50.000	United-States	<=50K
23.000	Private	206129.000	Assoc-voc	11.000	Never-married	Craft-repair	Unmarried	Black	Female	0.000	0.000	40.000	United-States	<=50K
